name,company_name_unique,founded_year,founded_date,closed_date,acquired_date,acquired_by_company_name_unique,employees,domain,total_funding_usd,annual_revenue,hq_region,status,ipo_date,independence,stock_symbol_1,stock_symbol_2,competitor_1,competitor_2,competitor_3,competitor_4,competitor_5,competitor_6,competitor_7,competitor_8,competitor_9,competitor_10,notes
Movius,movius-interactive,1999,,,,,155,moviuscorp.com,$54.8M,$15.7M,"Johns Creek, Georgia",Private,,Y,,,CellTrust,StreamWIDE,Cellcrypt,Notify Technology,FonYou,Apriva,Nexmo,Zediva Mobile,,,
ENERTIA SOFTWARE,enertia-software,1985,,,,,110,enertia-software.com,,$20M,"Midland, Texas",Private,,Y,,,P2 Energy,Drillinginfo,Avatar Systems,Mi4,Pandell,LandPro,iLandMan,Stonebridge,,,
GlobalView,marketview,1994,,,2016-10-10,drillinginfo,134,marketview.com,$8M,$5M,"Chicago, Illinois",Private,,"Drillinginfo, Inc.",,,DataGenic,Eka,Risk Edge Solutions,OpenLink,Movius,Allegro,Triple Point,Greenstone,,,
Bright House Networks,bright-house-networks,1981,,,2015-03-31,charter-communications,"5,673",brighthouse.com,,$3.1B,"East Syracuse, New York",Private,,Spectrum,,,DISH,DIRECTV,CABLEVISION,Suddenlink,Verizon,NETFLIX,AT&T,Time Warner Cable,,,
Ibotta,ibotta,2011,,,,,508,ibotta.com,$85M,$5.9M,"Denver, Colorado",Private,,Y,,,SavingStar,Shopmium,Cellfire,Keepity,Couponcadet,FatWallet.com,RetailMeNot,Savings.com,,,
RetailMeNot,whale-shark-media,2007,2007-05-01,,2017-04-10,harland-clarke-holdings,565,retailmenot.com,$484.5M,$250M,"Austin, Texas",Private,,Harland Clarke Holdings Corp.,,,ShopAtHome,LivingSocial,Quotient,Travelzoo,Secret Escapes,Groupon,Voyage Prive,Mr. Rebates,,,
Vestcom,vestcom-international-inc,1985,,,,,59,vestcom.com,,$5.5M,"Little Rock, Arkansas",Private,,Y,,,Insignia,ITWAY,Avnet,Tech Data,Esprinet,NEWS AMERICA MARKETING,Valassis,SYNNEX,,,
ITWAY,itway-s-p-a,1996,,,,,200,itway.com,,$120M,"Ravenna, Italy",Private,,Y,,,Tech Data,Avnet,Esprinet,Arrow Electronics,Digi-Key,SYNNEX,Westcon,Mouser Electronics,,,
DISH,dish-network,1980,,,,,"17,000",dish.com,$1B,$14.2B,"Englewood, Colorado",Public,1995-06-30,Y,NASDAQ,DISH,Verizon,AT&T,Time Warner Cable,NETFLIX,Cox Communications,T-Mobile,COMCAST,Cricket,,,
DIRECTV,directv,1990,,,2015-07-24,at-t,"32,150",directv.com,,$33.1B,"El Segundo, California",Private,,AT&T Inc.,,,NETFLIX,Verizon,Cricket,Cox Communications,T-Mobile,Hulu,HBO,YouTube,,,
CABLEVISION,cablevision-systems,1973,,,2015-09-16,altice,"12,920",cablevision.com,,$6.5B,"Bethpage, New York",Public,1986-01-24,Altice SA,,,CenturyLink,CABLE ONE,EarthLink,Spectrum,TDS Telecom,Zayo,Comcast Business,Cogent,,,
Suddenlink,suddenlink-communications,2003,,,2015-05-20,altice,"5,040",suddenlink.com,,$716.4M,"Saint Louis, Missouri",Private,,Altice SA,,,Frontier Communications,DISH,Broadview Networks,Consolidated Communications,agileTel,Time Warner Cable,Verizon,MGW,,,
Verizon,verizon,1983,1983-10-07,,,,"155,400",verizon.com,,$129.6B,"Basking Ridge, New Jersey",Public,1983-12-02,Y,NYSE,VZ,AT&T,T-Mobile,Cox Communications,Cricket,RCN,Sprint,Spectrum,COMCAST,,,
CATALINA,catalina-marketing,1983,1983-01,,,,"5,000",catalina.com,,$471.6M,"Saint Petersburg, Florida",Private,,Berkshire Partners LLC,,,Synqera,IRi,S4M,Yummly,Quotient,NPD,Cashandrebates,Euromonitor,,,
YOU Technology,you-technology,2008,2008-04-01,,2014-02-11,kroger,50,you.net,,$20M,"Brisbane, California",Private,,The Kroger Company,,,Invisipon,Valassis,CATALINA,NEWS AMERICA MARKETING,Cellfire,Ibotta,RetailMeNot,News Corp,,,
Cellfire,cellfire,2005,,,2014-09-05,catalina-marketing,50,cellfire.com,$26M,$3M,"San Jose, California",Private,,Catalina Marketing Corporation,,,SavingStar,Shopmium,Ibotta,Cashandrebates,Commuterlotsavings,Apartmentlotsavings,Dealcurrentnetwork,Couponschest,,,
EPIC,,,,,,,139,epicrx.com,,$31M,"Cockeysville, Maryland",Private,,Y,,,,,,,,,,,,,No detailed data
DataRx,,,,,,,127,data-rx.com,,$36.8M,"Cumming, Georgia",Private,,Y,,,,,,,,,,,,,No detailed data
Net-Rx,,,,,,,65,net-rx.com,,$10.2M,"Vancouver, Washington",Private,,Y,,,Guardian Pharmacy,Itibo,Innospire Systems,iCMG,Omnicare,Etag Technologies,NOSTOPS COM,Etag Technologies,,,No detailed data
HighJump,highjump-software,1983,,,2017-08-30,korber-ag,941,highjump.com,$18.5M,$271.9M,"Minneapolis, Minnesota",Private,,Die Korber AG,,,ASAP Systems,Logility,3PL Central,Kinaxis,ToolsGroup,TeleTracking,LLamasoft,Miradore,,,
Novasyte,novasyte-llc,2008,,,,,45,novasyte.com,,$20.6M,"Carlsbad, California",Private,,Y,,,Geneva Healthcare,inVentiv Health,Inmar,Magellan Health,ConsignMed,Justi Corp,Publicis Touchpoint Solutions,Modern Marketing Concepts,,,
ANALYTIC PARTNERS,analytic-partners,2000,,,,,150,analyticpartners.com,,$10.3M,"New York, New York",Private,,Y,,,MarketShare,Wakefield,Kantar TNS,Visual IQ,Marketing Evolution,ThinkVine,Beckon,Domo,,,
IRi,iri,1979,,,2018-07-25,partners-group,"3,725",iriworldwide.com,$96M,$975M,"Chicago, Illinois",Private,,Y,,,NPD,Mintel,Euromonitor,Kantar,ASIS Research Group,B2B International,GlobalData,J.D. Power,,,
NPD,npd-group,1967,,,,,"1,447",npd.com,,$106M,"Port Washington, New York",Private,,Y,,,IRi,Kantar,Euromonitor,Mintel,ASIS Research Group,B2B International,GlobalData,J.D. Power,,,
IMAGITAS,imagitas,1992,,,2015-05-11,red-ventures,125,imagitas.com,$20M,,"Waltham, Massachusetts",Private,,"Red Ventures, LLC",,,,,,,,,,,,,Competitor data missing
IWCO DIRECT,iwco-direct,1969,,,2017-12-18,moduslink-global-solutions,"2,610",iwco.com,$277.5M,$356M,"Chanhassen, Minnesota",Private,,Moduslink Global Solutions Inc,,,IMAGITAS,Mspark,DMN3,MCT,MITTERA,Quad Graphics,MUDLICK MAIL,Creel Printing,,,
MUDLICK MAIL,mudlick-mail,2008,,,2018-02-14,clearview-capital-investments,35,mudlickmail.com,,$42.6M,"Acworth, Georgia",Private,,"Clearview Capital, LLC",,,Finishing & Mailing Center,EDDM,IDRS,PostcardMania,Modern Postcard,Vistaprint,EDDM2Go,imageMEDIA,,,
DMN3,dmn3,1992,,,,,31,dmn3.com,,$25M,"Houston, Texas",Private,,Y,,,TopSpot,Forthea,MMI Agency,PebblePost,Ecreativeworks,Signet Interactive,ThomasNet,Pop Labs,,,
MCT,,2012,2012-06,,,,78,mctechnology.com,$1.2M,$11.3M,"Darien, Illinois",Private,,Y,,,IWCO DIRECT,MAR Graphics,Magnets 4 Media,IMAGITAS,Mspark,DMN3,MITTERA,Quad Graphics,,,No information on Crunchbase
MITTERA,mittera-group,2009,,,,,"1,000",mittera.com,,$200M,"Des Moines, Iowa",Private,,Y,,,Quad Graphics,Creel Printing,IWCO DIRECT,Trend Offset Printing,R.R. Donnelley & Sons,Publishers Press,Cedar Graphics,Toppan,,,
Kenscio,kenscio-digital-marketing-pvt-ltd,2009,,,,,133,kenscio.com,,$2M,"Bangalore, Karnataka",Private,,Y,,,Octane,Netcore,AWeber,Betaout,MailChimp,VerticalResponse,ActiveCampaign,GetResponse,,,
World Marketing,world-marketing,1992,1992-06,,,,175,worldmarkinc.com,,$50M,"Milwaukee, Wisconsin",Private,,Y,,,Silver Court,IMAGITAS,The Stanford Group,Ctl Global,TV,DDRTV,Dentino Marketing,Direct Hit Marketing,,,
CodeBroker,codebroker,2007,,,,,87,codebroker.com,,,"Belmont, Massachusetts",Private,,Y,,,Vibes Media,REVTRAX,Tatango,KOUPON MEDIA,Pikato,Armadealo,CLYP,Zinmobi,,,
KOUPON MEDIA,,2011,2011-03-01,,,,38,kouponmedia.com,$14.3M,$8.7M,"Dallas, Texas",Private,,Y,,,Mobeam,TouchBistro,Tatango,REVTRAX,ScanLife,Revel Systems,Lavu,Zinmobi,,,
Mobeam,mobeam,2010,,,,,50,mobeam.com,$28.5M,$2M,"San Francisco, California",Private,,Y,,,NeoMedia Technologies,Scan,ScanLife,KOUPON MEDIA,Visualead,Wasp Barcode,REVTRAX,Barcodefactory,,,
Eversight,eversight,2013,,,,,55,eversightlabs.com,$24.2M,$1.2M,Palo AltoCalifornia,Private,,Y,,,KOUPON MEDIA,REVTRAX,CodeBroker,Tatango,Mobeam,Vibes Media,TouchBistro,Altocloud,,,
Pikato,pikato,2013,2013-01-25,,2015-10-13,retailnext,94,pikato.com,,,"Chicago, Illinois",Private,,"RetailNext, Inc.",,,Punchkick Interactive,CLYP,CodeBroker,REVTRAX,You Text It,Flybits,Real Cool Apps,KOUPON MEDIA,,,
Quotient,coupons-com,1998,1998-05-01,,,,727,quotient.com,$432M,$336.3M,"Mountain View, California",Public,2014-03-07,Y,NYSE,QUOT,RetailMeNot,LivingSocial,ShopAtHome,Groupon,Travelzoo,Secret Escapes,Snapdeal,Deal In City,,,
Zinmobi,zinmobi,2010,2010-05,,,,94,zinmobi.com,$652K,$9.1M,"Dublin, County Dublin",Private,,Y,,,KOUPON MEDIA,CodeBroker,REVTRAX,Tatango,Mobeam,Vibes Media,TouchBistro,Pikato,,,
Orange,orange,1991,1991-01-01,,,,"150,000",orange.com,,$49.2B,"Paris, Île-de-France",Public,1999-04-01,Y,EPA,ORA,BT,TIM,Deutsche Telekom,1&1,Numericable - SFR,Google,Deutsche Glasfaser,Huawei,,,
Deutsche Telekom,deutsche-telekom,1995,,,,,"218,341",telekom.com,,$86.2B,"Bonn, North Rhine-Westphalia",Public,1998-11-18,Y,ETR,DTE,1&1,Deutsche Glasfaser,STRATO,Host Europe,Host Europe Group,China Telecom,Orange,GoDaddy,,,
TIM,telecom-italia,1908,,,,,"59,429",telecomitalia.com,$248.9M,$27.9B,"Milan, Lombardy",Public,1995-07-28,Y,NYSE,TI,BT,Orange,Deutsche Telekom,1&1,Deutsche Glasfaser,STRATO,Host Europe,Host Europe Group,,,
Virgin,virgin-group,1970,1970-06,,,,"21,038",virgin.com,,$16.9B,"London, England",Private,,Y,,,British Airways,EasyJet,Delta,Monarch Air Group,Jet2,American Airlines,JetBlue Airways,United Airlines,,,
UTV,utv-ireland,1959,1959-10-31,,2016-07-12,virgin-media,106,u.tv,,$2.9M,"Belfast, Northern Ireland",Private,,ITV plc,,,Channel 5,RTÉ,Channel 4,TV3,Irish TV,UKTV,STV,PinkBH,,,
all3media international,all3media,2003,,,2014-05-08,discovery-inc,62,all3mediainternational.com,,$150M,"London, England",Private,,all3media group,,,Channel 5,Tiger Aspect,Channel 4,STV,BBC Easy,BRAINPOOL,Just For Laughs,World Productions,,,
Tiger Aspect,tiger-aspect-productions,1998,,,2009-11-23,endemol,100,tigeraspect.co.uk,,$40M,"London, England",Private,,Y,,,Channel 5,all3media international,Channel 4,Chrysalis,True North,World Productions,STV,BRAINPOOL,,,
ARCADIS,arcadis,1888,,,,,"27,327",arcadis.com,$22.5K,$3.9B,"Amsterdam, Other",Public,2004-03-19,Y,AMS,ARCAD,JACOBS,Parsons,Hill International,HDR,HNTB,Tetra Tech,CDM Smith,Hatch,,,
OOYALA,ooyala,2007,2007-04-05,,2014-08-11,telstra,450,ooyala.com,$121.9M,$52.5M,"San Jose, California",Private,,Telstra Corporation Ltd.,,,Kaltura,SmartStory,VBrick,YARE,Brightcove,Xstream,thePlatform,JW Player,,,
Brightcove,brightcove,2004,2004-01,,,,498,brightcove.com,$143M,$162.4M,"Boston, Massachusetts",Public,2012-02-17,Y,NASDAQ,BCOV,OOYALA,YARE,Appscend,JW Player,thePlatform,Clearleap,Livestream,Anvato,,,
VUBIQUITY,vubiquity,2006,,,2018-01-30,amdocs,350,vubiquity.com,$237.2M,$100M,"Burbank, California",Private,,"Amdocs, Inc.",,,Clearleap,NeuLion,CBS interactive,Silver Chalice,Certona,Deluxe,OOYALA,Kaltura,,,
Clearleap,clearleap,2007,2007-07-01,,2015-12-08,ibm,113,clearleap.com,$45.6M,$7.4M,"Duluth, Georgia",Private,,International Business Machines Corp,,,OOYALA,ActiveVideo,iStreamPlanet,Entone,YARE,Brightcove,Xstream,Kaltura,,,
YARE,yare-media-group-inc,2016,2016-05-01,,,,10,yaremedia.com,,$310K,"Surrey, British Columbia",Private,,Y,,,Brightcove,Xstream,OOYALA,thePlatform,JW Player,Clearleap,Livestream,Wistia,,,
ERICSSON,ericsson,1876,1876-01-01,,,,"100,700",ericsson.com,$292M,$22.5B,"Stockholm, Stockholms län",Public,1981-08-28,Y,NASDAQ,ERIC,Huawei,Juniper Networks,Cisco,Arista Networks,Palo Alto Networks,Extreme Networks,F5,OnePlus,,,
TVT,tvt,1994,1994-07-01,,,,108,tvt.biz,,$20M,"London, England",Private,,Y,,,WAZEE DIGITAL,OOYALA,VUBIQUITY,Brightcove,YARE,ERICSSON,ITN,Clearleap,,,
